"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"1","108691306","1120541786051620865","1555992955","PriyamvadaGopal","Why don’t Congress file a case against BJP for contempt in original #Rafale petition? BJP and Modi misused that ver… https://t.co/3r8VGDQjJi","Twitter Web Client","NA",NA,NA,NA,"FALSE","TRUE","0","275","Rafale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189917061","waglenikhil","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA","1120342186829201408","Why don’t Congress file a case against BJP for contempt in original #Rafale petition? BJP and Modi misused that ver… https://t.co/3r8VGDQjJi","1555945366","Twitter for iPhone","823","275",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120541786051620865","Priyamvada Gopal","Cambridge, UK","Academic, writer. 'An obscure Cambridge lecturer.'-Niall Ferguson; 'TheTorquemada of the Woke Inquisition'--D Aaronovitch",NA,"FALSE","29308","805","230","34037","32149","1264533528","FALSE",NA,NA,"en","https://pbs.twimg.com/profile_banners/108691306/1540457269","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/869824500296290304/gdrbsYs3_normal.jpg"
"2","1029600409554309120","1120788967127953409","1556051887","UnplannedMovie","#Unplannedmovie still making an impact across #America. Please tell everyone you know to see it this weekend.… https://t.co/0nXDrfbhzj","AgoraPulse Manager","NA",NA,NA,NA,"FALSE","FALSE","532","200","c(""Unplannedmovie"", ""America"")",NA,"twitter.com/i/web/status/1…","https://t.co/0nXDrfbhzj","https://twitter.com/i/web/status/1120788967127953409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120788967127953409","UnplannedMovie","California, USA","Unplanned is the inspiring true story of one woman’s journey of transformation. #UnPlanned IN THEATERS NOW","https://t.co/bMXQrouB4n","FALSE","351996","4445","306","888","2794","1534310841","FALSE","https://t.co/bMXQrouB4n","http://Unplanned.com","en","https://pbs.twimg.com/profile_banners/1029600409554309120/1554093308","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1042279030781706240/9-5WzJmm_normal.jpg"
"3","1023722780968280069","1120752346856865793","1556043156","BarrettWilson6","@caro 😍","Twitter Web Client","NA","1120747580865097728","818155","caro","FALSE","FALSE","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"818155","caro","und",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120752346856865793","Barrett Wilson, Trust and Safety Officer","","Writer: @Quillette @areomagazine @FDRLST @StandpointMag Editor: @TheSwift12 @TPostMillennial Designer: @wokestore Email: barrett@thepostmillennial.com","https://t.co/X3oQNwFS9B","FALSE","3445","999","23","4762","8034","1532909505","FALSE","https://t.co/X3oQNwFS9B","https://paypal.me/BarrettPWilson","en","https://pbs.twimg.com/profile_banners/1023722780968280069/1532933722","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1023724029600051200/L8RHLncJ_normal.jpg"
"4","134976379","1120794748476850181","1556053266","MsMelChen","Even as #ISIS's dream of a physical caliphate evaporates, its ideology remains, fluid as ever, ready to transcend b… https://t.co/jfqMDcOJnW","Twitter Web App","NA",NA,NA,NA,"FALSE","FALSE","20","6","ISIS",NA,"twitter.com/i/web/status/1…","https://t.co/jfqMDcOJnW","https://twitter.com/i/web/status/1120794748476850181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120794748476850181","Melissa Chen","New York, NY","Rational centrist & staunch defender of Enlightenment values. Former scientist who disappointed Singaporean tiger parents by working for a counter-extremism NGO","https://t.co/sYA7l1FTSD","FALSE","34171","521","273","6510","12072","1271723937","FALSE","https://t.co/sYA7l1FTSD","https://www.facebook.com/melcsquared","en",NA,"http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1080123319872036864/LKVyMmzG_normal.jpg"
"5","252786741","1120535577399631872","1555991474","IntizarZaidi","Hi @MiriamElder, what would it take for @BuzzFeed to denounce Islamic Terrorism that led to the #SriLankaAttacks on… https://t.co/Xl8rWdOxRn","Twitter for iPhone","NA",NA,NA,NA,"FALSE","TRUE","0","117","SriLankaAttacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""17537467"", ""18295206"", ""5695632"")","c(""TarekFatah"", ""MiriamElder"", ""BuzzFeed"")","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA","1120532257427599362","Hi @MiriamElder, what would it take for @BuzzFeed to denounce Islamic Terrorism that led to the #SriLankaAttacks on… https://t.co/Xl8rWdOxRn","1555990683","Twitter for iPhone","315","117",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120535577399631872","Intizar Zaidi","Richmond Hill, Canada","Journalist, Standing for Secular, Democratic and Human rights. Opposing Islamism.",NA,"FALSE","2115","908","13","6598","559","1297808959","FALSE",NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000747937253/5c6fee691bce6a5381f977e9c16e4c46_normal.jpeg"
"6","450667347","1114515302354759680","1554556129","rudyardg","Rethinking Trade:  Global Competitiveness Through Regional Cooperation https://t.co/06kCrU6WFH","IFTTT","NA",NA,NA,NA,"FALSE","FALSE","2","0",NA,NA,"bit.ly/2uSa83y","https://t.co/06kCrU6WFH","http://bit.ly/2uSa83y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1114515302354759680","Rudyard Griffiths","Toronto, Canada","Organiser & Moderator @munkdebate / Chair @ontario360 / Senior Fellow @munkschool / Author, Who We Are: A Citizen's Manifesto https://t.co/my06VAgqQG","https://t.co/57KFv8eF7R","FALSE","3334","846","73","2285","37","1325255044","FALSE","https://t.co/57KFv8eF7R","http://en.m.wikipedia.org/wiki/Rudyard_Griffiths","en","https://pbs.twimg.com/profile_banners/450667347/1519930770","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/762815009302851584/xeey0gZC_normal.jpg"
"7","737049250366820356","1120762049942831104","1556045470","YasMohammedxx","@ReasonAusVote @deezer234 @mehdirhasan @MaajidNawaz It can’t be a retaliation for Christchurch. Jihadis have been t… https://t.co/51MrOBafyS","Twitter for iPhone","NA","1120761568965218304","1569707556","ReasonAusVote","FALSE","FALSE","3","0",NA,NA,"twitter.com/i/web/status/1…","https://t.co/51MrOBafyS","https://twitter.com/i/web/status/1120762049942831104",NA,NA,NA,NA,NA,NA,NA,NA,"c(""1569707556"", ""48500062"", ""130557513"", ""46078438"")","c(""ReasonAusVote"", ""deezer234"", ""mehdirhasan"", ""MaajidNawaz"")","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120762049942831104","Yasmine Mohammed","Canada","Founder of https://t.co/PezmmEY9WL #FreeFromHijab Think outside the 🕋","https://t.co/hQwywearsy","FALSE","69756","2452","462","30001","33466","1464561209","FALSE","https://t.co/hQwywearsy","http://www.YasmineMohammed.com","en","https://pbs.twimg.com/profile_banners/737049250366820356/1503383994","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/942295067624054784/ykgPzKHP_normal.jpg"
"8","17537467","1120794675441479681","1556053248","TarekFatah","'Muslim Prayer for Beginners' book distributed in Toronto: 
“Lord! Forgive our sins and establish our feet firmly;… https://t.co/P4EddmuEaC","Twitter for iPhone","NA",NA,NA,NA,"FALSE","FALSE","69","52",NA,NA,"twitter.com/i/web/status/1…","https://t.co/P4EddmuEaC","https://twitter.com/i/web/status/1120794675441479681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"und",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120794675441479681","Tarek Fatah","Toronto, Ontario","Author, Columnist at the Toronto Sun, Fellow at the Middle East Forum. An Indian born in Pakistan, Punjabi citizen of Canada, the most civilized place on earth.","https://t.co/ToJg1Jzq5F","FALSE","468911","1852","2414","137783","378","1227279092","TRUE","https://t.co/ToJg1Jzq5F","http://www.TarekFatah.net","en","https://pbs.twimg.com/profile_banners/17537467/1553804580","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/1062023275717500928/Pn4ShMvk_normal.jpg"
"9","803398717281882116","1120781739331334149","1556050164","WilliamMcNall18","@RFultonBrown What's the point of rebuilding it if Christians don't worship there? Maybe another denomination's hou… https://t.co/NT9qSWmKZd","Twitter Web Client","NA","1120691696621244416","929965004446511105","RFultonBrown","FALSE","FALSE","0","0",NA,NA,"twitter.com/i/web/status/1…","https://t.co/NT9qSWmKZd","https://twitter.com/i/web/status/1120781739331334149",NA,NA,NA,NA,NA,NA,NA,NA,"929965004446511105","RFultonBrown","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120781739331334149","William McNally","Waterloo, Ontario","Professor of Finance. Trained economist. Classical Liberal. Believer in Truth and Equality (of opportunity).",NA,"FALSE","466","126","6","490","431","1480380155","FALSE",NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/1007304888106168320/swXfFi6K_normal.jpg"
"10","388426142","1120677355108937729","1556025277","IAmMarkManson","@TexanMeg Yes. Josh Jayko Johnson from Dallas. Happened on July 20, 2003 just outside Plano.","Twitter for Android","NA","1120630190563053568","28800358","TexanMeg","FALSE","FALSE","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28800358","TexanMeg","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1120677355108937729","Mark Manson","New York, NY","#1 NYTimes bestselling author of The Subtle Art of Not Giving a Fuck. OG blogger and online entrepreneur. I like cats and whiskey, but not at the same time.","http://t.co/J8RS0C1R4W","FALSE","136428","96","1510","3757","1937","1318271884","TRUE","http://t.co/J8RS0C1R4W","http://markmanson.net","en","https://pbs.twimg.com/profile_banners/388426142/1550767923","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966122526580658176/DTLN3RSw_normal.jpg"
