id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgxE3HwS3etvkPfoYil4AaABAg	0	2	2019-04-15 21:08:16	ZeroEight	goosebumps keep it up &lt;3 TRUMP 2020	UCmSsdXm7F8CWlOODXSzANsg	http://www.youtube.com/channel/UCmSsdXm7F8CWlOODXSzANsg	0		
UgytZj4KLpA8vYLtatR4AaABAg	0	1	2019-04-15 21:06:55	BiIIy The Kid	<b>HIS NAME WAS SETH RICH!!!</b>	UCAYIkkgFUmga740PuTYnGUg	http://www.youtube.com/channel/UCAYIkkgFUmga740PuTYnGUg	0		
Ugyor0FSZYBNMJia8Ph4AaABAg	0	1	2019-04-15 21:05:24	Apple Juice -	MAGA 2020!	UCkJB-KfN5S0IZLcLolrSqNA	http://www.youtube.com/channel/UCkJB-KfN5S0IZLcLolrSqNA	0		
UgyMzCOe29t7YYF9UEl4AaABAg	0	0	2019-04-15 21:04:39	Nuggets	Fucken liiiiiit!!!!!! MAGA 2020!!!	UCxhqxjGoh6jotHMwdSVS12w	http://www.youtube.com/channel/UCxhqxjGoh6jotHMwdSVS12w	0		
UgwvxdRE9gDW3CzFQ3t4AaABAg	0	0	2019-04-15 21:04:19	laura woodward	🚂💨💨🚂🐸💨🚂💨💨<br />🇺🇸🇺🇸🇺🇸MAGA2020🇺🇸🇺🇸🇺🇸	UC7EOpJsjYC8OlnMXOGTSTxg	http://www.youtube.com/channel/UC7EOpJsjYC8OlnMXOGTSTxg	0		
Ugy9B13dTn02NyyZ_Rp4AaABAg	0	1	2019-04-15 21:03:36	A Big Red G	Hell yea brother!	UC9JOBH4tPhie2lpGQouldCg	http://www.youtube.com/channel/UC9JOBH4tPhie2lpGQouldCg	0		
Ugxx5Q2l5WpQ_1lMGYV4AaABAg	0	2	2019-04-15 21:02:31	Spikey metalhead	God bless our country and our president!	UCYrqCkaNE3JEgiTaPl1r2uw	http://www.youtube.com/channel/UCYrqCkaNE3JEgiTaPl1r2uw	0		
UgwktvUL33cAiCGpXop4AaABAg	0	1	2019-04-15 21:02:23	Pamela Sallustio	VOTING FOR PRESIDENT TRUMP	UC54_nk0r2LR9Mp6VHEQAIAw	http://www.youtube.com/channel/UC54_nk0r2LR9Mp6VHEQAIAw	0		
UgzVkLV8ePYXxPR90oh4AaABAg	0	4	2019-04-15 21:00:14	Richard Spaur	God Bless President Trump and his entire Family. No other man could have done what he has and still be standing. You have my vote again Sir. come 2020.	UCwkVVHqngN52gsUlEwckGCw	http://www.youtube.com/channel/UCwkVVHqngN52gsUlEwckGCw	0		
UgxGabgZIRZSlNEW7SJ4AaABAg	0	1	2019-04-15 20:58:37	Ross sanchez	Toda mi admiración, you ready win! ¡Amén!	UCe7qiHd7hGUCo60eGHU5jDQ	http://www.youtube.com/channel/UCe7qiHd7hGUCo60eGHU5jDQ	0		
UgxVxCylkuiAGNWfSG14AaABAg	0	6	2019-04-15 20:57:37	RS	The best ever. Thank you Mr President.	UCc7rBMgHFFyMmd3NJQ3ZFOA	http://www.youtube.com/channel/UCc7rBMgHFFyMmd3NJQ3ZFOA	0		
UgzsI_WIHpiq-RORuml4AaABAg	0	4	2019-04-15 20:56:46	tommy lee	Keeping America greater than ever before 🇺🇸🇺🇸🇺🇸 Thank you President Trump.	UCdSCbQmx6Iq5o7GQqD6-iFA	http://www.youtube.com/channel/UCdSCbQmx6Iq5o7GQqD6-iFA	0		
UgwBhu_5q0Bt1KQeTRR4AaABAg	0	4	2019-04-15 20:53:42	Susan Harley	I&#39;ll be right there voting for Trump!! WWG1WGA!	UCaeAKvfl098A11BPguk8Dew	http://www.youtube.com/channel/UCaeAKvfl098A11BPguk8Dew	0		
UgwMB3DSN4Qru-SV88p4AaABAg	0	0	2019-04-15 20:53:25	Jacqueline Gains	In uk birds are dying in 5g areas .	UCfo1JIGq7mAPCCwNCvVJZSQ	http://www.youtube.com/channel/UCfo1JIGq7mAPCCwNCvVJZSQ	0		
UgyzOPU1FZzNybtUnyF4AaABAg	0	4	2019-04-15 20:53:09	Cindy Santana	To Donald Trump you have my family’s support for 2020 You are the Man for America🇺🇸🇺🇸🇺🇸🇺🇸	UCpbWLaB92C4m83NjCrdk4Rg	http://www.youtube.com/channel/UCpbWLaB92C4m83NjCrdk4Rg	0		
UgzkFln8vT-BEK0slWZ4AaABAg	0	2	2019-04-15 20:52:55	Jacqueline Gains	Im english i surport trump . But not happy about the 5 g buissness . Its causing health probelms in uk	UCfo1JIGq7mAPCCwNCvVJZSQ	http://www.youtube.com/channel/UCfo1JIGq7mAPCCwNCvVJZSQ	0		
UgwP_xVtkz-yAukYV0J4AaABAg	0	5	2019-04-15 20:52:28	DJ Rodriguez	I♥Trump<br /><br />Why Don&#39;t You?	UCbZDN7BM14DV8yYg2vvJM5w	http://www.youtube.com/channel/UCbZDN7BM14DV8yYg2vvJM5w	0		
Ugz9N0vVz7AnkeyN7QB4AaABAg	0	3	2019-04-15 20:51:28	ScorpionZam	I&#39;ll be voting for Trump	UCZTT_InWpncihI-HO5AcD_Q	http://www.youtube.com/channel/UCZTT_InWpncihI-HO5AcD_Q	0		
Ugwz6P1weKFqvuT0XbZ4AaABAg	0	4	2019-04-15 20:51:22	Chantel Smith	President Trump is Making America Great Again everyday!	UCCqPBqoS3jeYjWuNtgv79ew	http://www.youtube.com/channel/UCCqPBqoS3jeYjWuNtgv79ew	0		
UgwBE7pB050dSTuWHVd4AaABAg	0	1	2019-04-15 20:51:18	Lucian Anton	GO GET THEM, DONNY!<br />LOVE YOU, MAN!	UCYBo3nQaMFgXhGNil3Aat9g	http://www.youtube.com/channel/UCYBo3nQaMFgXhGNil3Aat9g	0		
Ugx0pdBkR8oSAGiH6Ad4AaABAg	0	3	2019-04-15 20:51:17	Byron Shiadek	God Bless Mr President Trump and Family.	UCB5r71LIdLmrB410b3HMs7Q	http://www.youtube.com/channel/UCB5r71LIdLmrB410b3HMs7Q	0		
UgwNyUxeh0Ws53clKqh4AaABAg	0	5	2019-04-15 20:51:02	Kevin Breaker	Voting for Donald Trump again😎👍👍👍💪☝️	UCxV1xwuajoCovNzSCQjGgug	http://www.youtube.com/channel/UCxV1xwuajoCovNzSCQjGgug	0		
UgzP9NAn4I3UP9twZZ94AaABAg	0	1	2019-04-15 20:50:26	Kerry Weston	W e l o v e P r e s i d e n t T r u m p ! <a href="http://www.youtube.com/results?search_query=%23KAG">#KAG</a> <a href="http://www.youtube.com/results?search_query=%23QArmy">#QArmy</a>	UCvHOiGnqtJ65NIrhQiytV4Q	http://www.youtube.com/channel/UCvHOiGnqtJ65NIrhQiytV4Q	0		
UgwebBEWsViteBuiT5x4AaABAg	0	0	2019-04-15 20:49:30	JoelR 853	Come on democrates we can take back our country from these conservative scum!!!	UCqkI_lMU-vYb0kGAGjt8k8g	http://www.youtube.com/channel/UCqkI_lMU-vYb0kGAGjt8k8g	0		
UgzAyVRKO3qmuS6CkyB4AaABAg	0	4	2019-04-15 20:49:25	Paradox TV	TRUMP 2020 🇺🇸🇺🇸🇺🇸	UCVUdTa5_IV97B9lZxwnL_RA	http://www.youtube.com/channel/UCVUdTa5_IV97B9lZxwnL_RA	0		
UgxTpyAR47lXzI3HCqZ4AaABAg	0	3	2019-04-15 20:49:19	Jon	MILLENNIALS LIKE TO MAGA!	UCBnzSwdbBAA9WDyS8lbCFaw	http://www.youtube.com/channel/UCBnzSwdbBAA9WDyS8lbCFaw	0		
UgwoEXqJBhCJqUoUb314AaABAg	0	0	2019-04-15 20:48:55	normeyoung	You left out, “Then they all start crying.” So sweet! <a href="http://www.youtube.com/results?search_query=%23MAGA">#MAGA</a>!	UCziry_m7f-55gd_ISF8O1rA	http://www.youtube.com/channel/UCziry_m7f-55gd_ISF8O1rA	0		
UgwplkmSVDzT4qdKQxR4AaABAg	0	1	2019-04-15 20:48:52	Todd Barker	Trump MAGA 2020!	UC01KMOwLlGtxJASxa1dbwuw	http://www.youtube.com/channel/UC01KMOwLlGtxJASxa1dbwuw	0		
Ugz9HFM6vHBTj_avG6h4AaABAg	0	3	2019-04-15 20:47:30	Phillip Atanacio	Ayy we all love president Trump!!!	UCn3BAs2_Tc0aLOJmj8YYRQw	http://www.youtube.com/channel/UCn3BAs2_Tc0aLOJmj8YYRQw	0		
UgztkUKr7iP0pfvBwbl4AaABAg	0	3	2019-04-15 20:47:17	funny men	<a href="http://www.youtube.com/results?search_query=%23trump2020">#trump2020</a>	UCFUtqmo8urSNF8W_O8VNVdQ	http://www.youtube.com/channel/UCFUtqmo8urSNF8W_O8VNVdQ	0		
UgxjH_owEtGc1-8yxdF4AaABAg	0	1	2019-04-15 20:45:43	Georjeannia Shelby	I&#39;m going to the poles 🇺🇸...TRUMP🇺🇸🇺🇸🇺🇸🇺🇸! 2020..WWG1WGA!!!!	UCT9lcrHJlvGwB-Yfs2xz6Dg	http://www.youtube.com/channel/UCT9lcrHJlvGwB-Yfs2xz6Dg	0		
UgxskphDTU9LFiCNoY94AaABAg	0	1	2019-04-15 20:45:09	Kathy Florcruz	God bless you President Trump.<br />Thank you for all you&#39;re doing.<br />PLEASE CLOSE THE BORDER &amp; GET THE MILITARY DOWN THERE. THE WORLD IS WATCHING US AS PARIS BURNS.	UCzZHcoDhXRVjTWtvbuUKIPQ	http://www.youtube.com/channel/UCzZHcoDhXRVjTWtvbuUKIPQ	0		
UgzcHdd6pdTPNcxIw1J4AaABAg	0	1	2019-04-15 20:45:07	ThatGuyScott	Lock Her Up	UCNgfqxhM8scI1mFXnkK7m3A	http://www.youtube.com/channel/UCNgfqxhM8scI1mFXnkK7m3A	0		
UgyxQzQz8sIsakjo6lR4AaABAg	0	5	2019-04-15 20:45:03	Sharon Hartman	I will be at the polls bright &amp; early with bells on helping Our Beloved POTUS Keep America Great! Choo-Choo goes The Trump Train!!! Not Tired Of Winning Yet Sir, GOD Bless Patriots World Wide_/l\_	UCEQus-4-iodw0oPvFj5lYGQ	http://www.youtube.com/channel/UCEQus-4-iodw0oPvFj5lYGQ	0		
UgydN212zxHNJQD8TlN4AaABAg	0	2	2019-04-15 20:44:38	Roze Thomas	Only one place to be....<br /><br />TRUMPS AMERICA! MADE GREAT AGAIN BY AMERICANS!	UCwtCnOqcoQsFigTb2E3k4PQ	http://www.youtube.com/channel/UCwtCnOqcoQsFigTb2E3k4PQ	0		
UgxD6PEebhdN_yLMbc54AaABAg	0	1	2019-04-15 20:44:35	Fearless Bodhi	At the polls voting for TRUMP! <br />WWG1WGA <br />♥️🇺🇸♥️🇺🇸♥️🇺🇸♥️	UCBwxSYUYxsUkPUGoW2BeycA	http://www.youtube.com/channel/UCBwxSYUYxsUkPUGoW2BeycA	0		
UgxZTXkGIXgK7jw4E514AaABAg	0	6	2019-04-15 20:43:54	Kathy Parish	God Bless You, Mr. President Trump! You REALLY do care about the people of the sweet USA!!! I thank you and you have my vote and my husband&#39;s vote!! :)	UCZtkfL6ktP19I_KfAhCC1Kw	http://www.youtube.com/channel/UCZtkfL6ktP19I_KfAhCC1Kw	0		
UgwsS1GsraPGxnMQhb54AaABAg	0	0	2019-04-15 20:42:47	C L Van Horne	I wiLL critique that the sickness, ugh, the LiZard trying to sickLy-sweet sneak back into power...be cut out entireLy as it makes me feel as if to for want of spewing. nauseated. Just hearing that CaCKLe &amp; being forced, aLmost, to view, Ew! that insinceRe grimace w teeth!<br />please remove hiLLy&amp;biLLy from aLL future aDs...Luv Ya&#39;s...Eh!	UCtODL7u-NLTjYwmzWsU38Og	http://www.youtube.com/channel/UCtODL7u-NLTjYwmzWsU38Og	0		
UgxB0WPYElM8Rhss-jR4AaABAg	0	5	2019-04-15 20:40:41	hillmanant	I&#39;ll be voting for you! MAGA baby! Keep it going!	UCkuzdWQjGEcyljwfuJuHspw	http://www.youtube.com/channel/UCkuzdWQjGEcyljwfuJuHspw	0		
UgxO4cBqNonZnI0wwvd4AaABAg	0	0	2019-04-15 20:35:59	kay hoorn	The trailer looks good😂	UCXJTXvf7RRscEt3pEySkfqA	http://www.youtube.com/channel/UCXJTXvf7RRscEt3pEySkfqA	0		
UgzN3lScaGyaSJfP3W14AaABAg	0	4	2019-04-15 20:35:21	Mary Loretta	Sending angels, blessings, good thoughts, big prayers with much love to President Trump, our First Lady, and the Trump family.	UChuTUOKb2P7Cez6f1ikxNqQ	http://www.youtube.com/channel/UChuTUOKb2P7Cez6f1ikxNqQ	0		
UgwsgD4dSonacyAnenN4AaABAg	0	0	2019-04-15 20:34:54	Los Pollos Hermanos	Latinos for TRUMP!	UCu_astHLCIDf_E4bEk0kJjg	http://www.youtube.com/channel/UCu_astHLCIDf_E4bEk0kJjg	0		
Ugz3rABkicRjyFYIJ8V4AaABAg	0	0	2019-04-15 20:34:34	Austin Berndlmaier	MAGA 2.0!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	UCMGV4EzRBgoK7NtniPvEmIw	http://www.youtube.com/channel/UCMGV4EzRBgoK7NtniPvEmIw	0		
Ugxzp3-HdYrtKieV-5B4AaABAg	2	3	2019-04-15 20:32:35	Tech Tube	He should be the president for infinite time. He has done so much great for our country.	UC8vSYAwZIxbn_P_MbEVy3SQ	http://www.youtube.com/channel/UC8vSYAwZIxbn_P_MbEVy3SQ	0		
Ugxzp3-HdYrtKieV-5B4AaABAg.8tl2YwpK8Gg8tqPrxxVpMZ		0	2019-04-17 22:32:30	Tech Tube	What is that supposed to mean?	UC8vSYAwZIxbn_P_MbEVy3SQ	http://www.youtube.com/channel/UC8vSYAwZIxbn_P_MbEVy3SQ	1	Ugxzp3-HdYrtKieV-5B4AaABAg	Tech Tube
Ugxzp3-HdYrtKieV-5B4AaABAg.8tl2YwpK8Gg8tq04f96GaL		0	2019-04-17 18:47:11	Eoin Cox	Like what you clapped donkey	UCTdhBiCkIKPIkLk7Pa2-bKw	http://www.youtube.com/channel/UCTdhBiCkIKPIkLk7Pa2-bKw	1	Ugxzp3-HdYrtKieV-5B4AaABAg	Tech Tube
UgyLHdb3zsBf_I8r2wl4AaABAg	2	0	2019-04-15 20:31:00	Moe Bedick	Are we voting for Netanyahoo and Israel or Donald Trump and the United States?	UCqFFPHhOZdvjvGiGLN794Dw	http://www.youtube.com/channel/UCqFFPHhOZdvjvGiGLN794Dw	0		
UgyLHdb3zsBf_I8r2wl4AaABAg.8tl2NEWf0DT8tl8_fo9-6S		0	2019-04-15 21:25:15	Moe Bedick	+Kathy Florcruz Are you friggin nuts? Israel runs this country, just because I happen to think Israel has it's own best interest before that of the United States does not mean I favor muslimes. I truly believe you people have a mental illness. Tell me why it's okay for the so-called jews to murder Palestinians daily. Tell me why Jesus Himself drove those scoundrels from the temple with a whip, you are Goyim and they hate you with a smile on their face. Pull the scales from your eyes and escape the Matrix. https://youtu.be/aqON2akfM-8	UCqFFPHhOZdvjvGiGLN794Dw	http://www.youtube.com/channel/UCqFFPHhOZdvjvGiGLN794Dw	1	UgyLHdb3zsBf_I8r2wl4AaABAg	Moe Bedick
UgyLHdb3zsBf_I8r2wl4AaABAg.8tl2NEWf0DT8tl4GoQAcMd		0	2019-04-15 20:47:35	Kathy Florcruz	Are you voting Islamic State or not?	UCzZHcoDhXRVjTWtvbuUKIPQ	http://www.youtube.com/channel/UCzZHcoDhXRVjTWtvbuUKIPQ	1	UgyLHdb3zsBf_I8r2wl4AaABAg	Moe Bedick
UgzC65nbQaouyGl2UhJ4AaABAg	0	0	2019-04-15 20:30:48	Syed Hoque	President Donald Trump is all set to win re-election and the Democrats can’t stop him. Crazy Bernie and Pocahontas (Tweedle Dee and Tweedle Dum) are helping Trump to win next years Presidential Election rather than helping their own White House Campaigns.	UC13EJmXQ4LcNI6gnDxKQarA	http://www.youtube.com/channel/UC13EJmXQ4LcNI6gnDxKQarA	0		
Ugyhp3h56bT1U66Sapp4AaABAg	0	1	2019-04-15 20:30:23	PROJECT ZOOGUNNER	<b>TRUMP 2020</b>	UCaCsm2l1L_ezRC-pHhYqDPw	http://www.youtube.com/channel/UCaCsm2l1L_ezRC-pHhYqDPw	0		
UgyU67X47CJCMshcph54AaABAg	0	4	2019-04-15 20:29:41	So Vu	Totally agree with, standing behind President Donald J Trump in making America great again.<br />We the People. the voters, the goodwill Americans always standing behind the President Donald J Trump throughout the whole straight eight years of the presidency.<br />May God bless The President Donald J Trump and protect him in the love of God.	UCNvKj_CQCNC9H5KQ2I04RyA	http://www.youtube.com/channel/UCNvKj_CQCNC9H5KQ2I04RyA	0		
UgxMcq_QfveTvq8GIJt4AaABAg	0	1	2019-04-15 20:29:10	Dougie FrogHopper	Americas First President in Decades<br />🇺🇸🇺🇸🇺🇸🇺🇸TRUMP🇺🇸🇺🇸🇺🇸🇺🇸	UCBNVJvdRVteNpBwprZM10JQ	http://www.youtube.com/channel/UCBNVJvdRVteNpBwprZM10JQ	0		
UgwqEzT9KykIwP_GiCB4AaABAg	1	6	2019-04-15 20:29:00	Minuteman4Jesus	Where will I be on Nov. 3, 2020? I&#39;ll be <b>IN DA BOOTH</b> Keepin&#39; America Great!!	UCLUhx8OR3mKzlochBTVZpYg	http://www.youtube.com/channel/UCLUhx8OR3mKzlochBTVZpYg	0		
UgwqEzT9KykIwP_GiCB4AaABAg.8tl28e5Mel18to1bPjokrB		2	2019-04-17 00:22:03	Kalem Madden	Minuteman4Jesus America great agian by doing Slavery ASSHOLE	UCl6pAQ3xkQTDQxphDEdmOqg	http://www.youtube.com/channel/UCl6pAQ3xkQTDQxphDEdmOqg	1	UgwqEzT9KykIwP_GiCB4AaABAg	Minuteman4Jesus
UgzKeLW2yX1tAmLcoB14AaABAg	0	0	2019-04-15 20:26:54	eightgeorge	Make Israel great again ! Trump is just a Zionist puppet just like the rest of them ! Power to the people ! Sack all of them !	UCCPrwjEZuIqotCAT_3D2GTw	http://www.youtube.com/channel/UCCPrwjEZuIqotCAT_3D2GTw	0		
Ugwp9LtUcx8IaGyxcR54AaABAg	1	2	2019-04-15 20:24:33	Anthony Decesare	All these morons saying MAGA just stop.<br /><br /><br /><br /><br /><br /><br />We already made America great, lets KEEP IT GREAT!	UCkCVuQB__9qRv9Sj1UxcdYA	http://www.youtube.com/channel/UCkCVuQB__9qRv9Sj1UxcdYA	0		
Ugwp9LtUcx8IaGyxcR54AaABAg.8tl1d6_W-Xj8tl4NVtDkyY		0	2019-04-15 20:48:30	Kathy Florcruz	That was really rude.	UCzZHcoDhXRVjTWtvbuUKIPQ	http://www.youtube.com/channel/UCzZHcoDhXRVjTWtvbuUKIPQ	1	Ugwp9LtUcx8IaGyxcR54AaABAg	Anthony Decesare
UgzkDM9p3agez-6tWTJ4AaABAg	0	1	2019-04-15 20:24:30	Pancake	aww shieet here we go again	UCRvUVkHAny_jB3Bpx8YynQg	http://www.youtube.com/channel/UCRvUVkHAny_jB3Bpx8YynQg	0		
UgzoQl3ce28WNXvZmEx4AaABAg	0	0	2019-04-15 20:24:06	Del Fam	<b>SHUT DOWN ALL IMMIGRATION NOW, STOP LETTING THESE JEWS CONTROL OUR BORDERS!</b>	UCpMBrZ9kGnHJNKq5sZ_jiLQ	http://www.youtube.com/channel/UCpMBrZ9kGnHJNKq5sZ_jiLQ	0		
UgyDtcEfeRjlg9HRV_h4AaABAg	0	2	2019-04-15 20:22:37	Bam Bam	Very proud of my President!	UCZq-6h_qvgYrGT6d9jdw_-w	http://www.youtube.com/channel/UCZq-6h_qvgYrGT6d9jdw_-w	0		
UgyvPaXztciXgHe9xkx4AaABAg	0	10	2019-04-15 20:21:29	Brandon Cochran	Please make it one of your goals to take down the people that started the whole witch Hunt on you! Trump 2020	UCRMalVWQLiynKRc-whJoGgw	http://www.youtube.com/channel/UCRMalVWQLiynKRc-whJoGgw	0		
UgyXWv8O45Bs5sdKXnt4AaABAg	0	13	2019-04-15 20:20:22	TheGLfilms	keep up the fight Mr. President, America will be on your side!	UC55OHh8J34pJl0IWpLcoMpA	http://www.youtube.com/channel/UC55OHh8J34pJl0IWpLcoMpA	0		
UgxHNt-14PZirxy0lGx4AaABAg	0	10	2019-04-15 20:20:06	marcie harris	Trump 2020 <br />God Bless America🇺🇸<br />Praying for you peace of Jerusalem✡️	UC3-x8j1pK1bwUa0IB9PHLHw	http://www.youtube.com/channel/UC3-x8j1pK1bwUa0IB9PHLHw	0		
UgzQRsiMX4gmFpUpOO94AaABAg	0	9	2019-04-15 20:19:56	Z William	November 3rd 2020 I will have already submitted my early vote here in California and I will be watching the left lose their minds once again! God bless President Trump and the amazing work he is doing for the Country and for the people of these United States!	UC93NDwrp7Q4ktYYfFyD2GoQ	http://www.youtube.com/channel/UC93NDwrp7Q4ktYYfFyD2GoQ	0		
UgxqmvAFVmCDi_s-lFN4AaABAg	0	0	2019-04-15 20:19:33	ThA MAN C MAcK	🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 <br />🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸<br />🇺🇸 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸<br />🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸<br />🇺🇸 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸<br />🇺🇸<br />🇺🇸<br />🇺🇸<br />🇺🇸<br />🇺🇸<br />🇺🇸 🙏<br />🇺🇸	UCKXfYg9d2dzBjKiAgg-yjVw	http://www.youtube.com/channel/UCKXfYg9d2dzBjKiAgg-yjVw	0		
UgyKpzNtiBbFpa9_tox4AaABAg	0	3	2019-04-15 20:19:03	Big Bird	I pray, <br />Dear Heavenly Father please protect and keep us from harm, please see that the innocent, disabled and elderly are protected. <br />Heavenly Father please give those in charge of carrying this out pure hearts and heads, most of all may your will be done. <br />Our Father with all our love and respect for you, your only Son and the Holy Spirit. Praise be in your name. Amen <br />Please protect our Patriots and give us the strength and the Faith to get thru this war. WWG1WGA , Father Bless America our Great troops and THE BEST PRESIDENT EVER in JESUS name Amen. BB Wings of Gold	UCXlUoHTY51JV0xtoyGbIQjg	http://www.youtube.com/channel/UCXlUoHTY51JV0xtoyGbIQjg	0		
Ugyvgsgf4ERHr411cH14AaABAg	0	0	2019-04-15 20:19:00	DannyDanko	Didnt you campaign on building a wall and deporting the illegals!? Now youre straight up pushing them into our cities.	UCXUQQcgHA9GS5eIFU2y9A8A	http://www.youtube.com/channel/UCXUQQcgHA9GS5eIFU2y9A8A	0		
UgxOGdXwYsdVvTlKC3F4AaABAg	1	1	2019-04-15 20:18:55	A step Ahead kvarnstrom	Send them to the sanctuary cities, also open up satellite courts for them, or it could be televised. Don&#39;t talk just send them. It actually fair. 😂😂😂	UCE6Ftd13Lzonxs1Fss7pxVQ	http://www.youtube.com/channel/UCE6Ftd13Lzonxs1Fss7pxVQ	0		
UgxOGdXwYsdVvTlKC3F4AaABAg.8tl0zjCHWCt8tlcgH0kVco		0	2019-04-16 01:57:02	Julia D.	Our President Trump.... OH he so got them with sanctuary destinations...priceless...	UCUX6M1TuMxvFzf92qZo405w	http://www.youtube.com/channel/UCUX6M1TuMxvFzf92qZo405w	1	UgxOGdXwYsdVvTlKC3F4AaABAg	A step Ahead kvarnstrom
UgxI7lBCFEbrIasAo0t4AaABAg	0	1	2019-04-15 20:17:33	Jackson MooNooStar	Make America Great Again...Again!	UCP4VQ1zN0ekQ1hFKg2nb5Rg	http://www.youtube.com/channel/UCP4VQ1zN0ekQ1hFKg2nb5Rg	0		
Ugz-zqGeIC_X6i-tRR54AaABAg	2	1	2019-04-15 20:16:54	Bobby Fischer	*Make Israel Great Again FTFY	UCze9UAaYyOmBzYWNcVJrlvw	http://www.youtube.com/channel/UCze9UAaYyOmBzYWNcVJrlvw	0		
Ugz-zqGeIC_X6i-tRR54AaABAg.8tl0l0Nw2Jp8ttsBsq1miZ		0	2019-04-19 06:46:29	Bobby Fischer	+Anon Ymous You think I'm a fine young thing? Thanks, I guess	UCze9UAaYyOmBzYWNcVJrlvw	http://www.youtube.com/channel/UCze9UAaYyOmBzYWNcVJrlvw	1	Ugz-zqGeIC_X6i-tRR54AaABAg	Bobby Fischer
Ugz-zqGeIC_X6i-tRR54AaABAg.8tl0l0Nw2Jp8ttjGQuP44Z		0	2019-04-19 05:28:28	Anon Ymous	FYT	UC2e1TpmyuqXoc30cLOpK5kQ	http://www.youtube.com/channel/UC2e1TpmyuqXoc30cLOpK5kQ	1	Ugz-zqGeIC_X6i-tRR54AaABAg	Bobby Fischer
UgxHquS4u8vF_wf2wll4AaABAg	1	0	2019-04-15 20:16:01	Мьянма Круто	русские назад в стойло	UC_og0vT3G8UiUh9Xbe7HenA	http://www.youtube.com/channel/UC_og0vT3G8UiUh9Xbe7HenA	0		
UgxHquS4u8vF_wf2wll4AaABAg.8tl0ebJq6_W8tl0qfpzFei		0	2019-04-15 20:17:40	Jan	ты че охуел нельзя такое говорить	UC1UEc-MHzoKX9mU30U6M5Zw	http://www.youtube.com/channel/UC1UEc-MHzoKX9mU30U6M5Zw	1	UgxHquS4u8vF_wf2wll4AaABAg	Мьянма Круто
Ugz8xHWI5fmKZKzd4C54AaABAg	0	4	2019-04-15 20:15:27	Mitchell Smith	Let&#39;s make it a sweep of the college electorate in 2020! TRUMP!	UCnrsnvl2YP8SqGDvqeBzOiA	http://www.youtube.com/channel/UCnrsnvl2YP8SqGDvqeBzOiA	0		
UgyYaINKmMKMQwu2WQV4AaABAg	0	0	2019-04-15 20:15:09	bitcoin is the real bcash	MAGA	UC7vfEuSvhO_lv7Ecan-5WSQ	http://www.youtube.com/channel/UC7vfEuSvhO_lv7Ecan-5WSQ	0		
UgwY30IrLe3bfVgELHp4AaABAg	0	1	2019-04-15 20:15:02	kolossarthas	WE WILL BE ON OUR PC&#39;S MEMEPOSTING TILL THAT DAY FOR YOU SIR! GOD BLESS AMERICA!	UCSWs5OZ-TmVmO4TNyCEBN8A	http://www.youtube.com/channel/UCSWs5OZ-TmVmO4TNyCEBN8A	0		
UgxJvJEdBnBJiKbwDNp4AaABAg	0	3	2019-04-15 20:14:53	Davi Correia	God bless you Mr President	UCpGjRdIAwAwIXjB6WIGJ2Uw	http://www.youtube.com/channel/UCpGjRdIAwAwIXjB6WIGJ2Uw	0		
UgwWXqQS2eVNWCBKlkF4AaABAg	0	1	2019-04-15 20:14:17	will f	And all the fake Americans and all their fake media all said he would never win ! THEY WERE WRONG. The Patriots the genuine Real Americans stood fast and stood strong for America as they will once again in 2020. To stand strong once again so America will never be destroyed and turned into a socialist country and never will. America was born on freedom and not Socialist tyranny lies and corruption. God bless America and God bless the man who saved our great nation from leftist evil and is still fighting to do so each and every day. President Donald J Trump. MAGA 2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	UCY4BFnbnj4nqif4xg1LIXVA	http://www.youtube.com/channel/UCY4BFnbnj4nqif4xg1LIXVA	0		
Ugz1m9sCeOEqm0VTuCp4AaABAg	0	6	2019-04-15 20:13:48	PikaboICU	Our entire family will be voting for TRUMP/PENCE!<br />GOD BLESS AMERICA!!	UC5mfieX1MDLsv_EmqcF1nww	http://www.youtube.com/channel/UC5mfieX1MDLsv_EmqcF1nww	0		
UgxiUgns1Q6Y2g6468B4AaABAg	0	3	2019-04-15 20:13:31	Peter Stewart	get people to vote for him , and don&#39;t forget to vote for him .	UC9zHA6sPn3STOqGB2ZHN4rA	http://www.youtube.com/channel/UC9zHA6sPn3STOqGB2ZHN4rA	0		
